transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
KEFAR AZZA,"Kfar Aza, Israel",31.483416,34.532291,כפר עזה,845,כפר עזה,6,61,614,37,NA,1,695,0.7,0.7,NA,1951,330,15,1555559925,89,651,3840,Kefar Azza,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=845
KEFAR BARUKH,"Kfar Baruch, Israel",32.646048,35.193078,כפר ברוך,132,כפר ברוך,2,23,234,9,NA,1,546,0.5,0.5,NA,1926,310,1,2181872798,56,254,1440,Kefar Barukh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=132
KEFAR BIALIK,"Kfar Bialik, Israel",32.821376,35.087749,כפר ביאליק,220,כפר ביאליק,3,31,311,12,222,1,839,0.8,0.8,NA,1934,310,NA,2084074740,10,301,1160,Kefar Bialik,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=220
KEFAR BIN NUN,"Kfar Bin Nun, Israel",31.861679,34.947191,כפר בן נון,2010,כפר בן נון,4,43,432,30,143,1,681,0.7,0.7,NA,1952,310,10,1951064104,148,426,5220,Kefar Bin Nun,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2010
KEFAR BLUM,"Kfar Blum, Israel",33.172527,35.607938,כפר בלום,357,כפר בלום,2,21,211,1,NA,1,701,0.7,0.7,NA,1943,330,15,2572678641,76,253,1210,Kefar Blum,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=357
KEFAR DANIYYEL,"Kfar Daniel, Israel",31.933521,34.932306,כפר דניאל,707,כפר דניאל,4,43,431,25,142,1,727,0.7,0.7,NA,1949,320,15,1937364901,96,424,5280,Kefar Daniyyel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=707
KEFAR GALLIM,"Kfar Galim, Israel",32.76615,34.959511,כפר גלים,427,כפר גלים,3,31,311,15,223,1,323,0.3,0.2,NA,1952,340,NA,1964574128,18,399,1182,Kefar Gallim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=427
KEFAR GID'ON,"Gid'on St, Kefar Sava, Israel",32.192245,34.937496,כפר גדעון,106,כפר גדעון,2,23,234,9,NA,1,354,0.4,0.4,NA,1923,310,19,2276072774,90,254,1420,Kefar Gid'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=106
KEFAR GIL'ADI,"Kfar Giladi, Israel",33.242078,35.574142,כפר גלעדי,76,כפר גלעדי,2,21,211,1,NA,1,653,0.7,0.6,NA,1916,330,15,2539679416,313,253,1210,Kefar Gil'adi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=76
KEFAR GLIKSON,"Kfar Glikson, Israel",32.505824,35.00354,כפר גליקסון,310,כפר גליקסון,3,32,324,14,NA,1,277,0.3,0.3,NA,1939,330,6,2006571239,62,351,1181,Kefar Glikson,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=310
KEFAR HAHORESH,"Kfar HaHoresh, Israel",32.701549,35.272956,כפר החורש,192,כפר החורש,2,23,237,9,NA,1,638,0.6,0.6,NA,1933,330,15,2258773405,402,254,1440,Kefar HaHoresh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=192
KEFAR HAMAKKABBI,"Kfar HaMaccabi, Israel",32.791804,35.114793,כפר המכבי,254,כפר המכבי,3,31,311,12,222,1,364,0.4,0.4,NA,1936,330,15,2111874393,28,301,1160,Kefar HaMakkabbi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=254
KEFAR HANANYA,"Kfar Hananya, Israel",32.915993,35.423785,כפר חנניה,1297,כפר חנניה,2,21,212,2,NA,1,721,0.7,0.7,NA,1990,370,2,2399275781,326,209,1310,Kefar Hananya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1297
KEFAR HANASI,"Kfar HaNassi, Israel",32.97466,35.602308,כפר הנשיא,443,כפר הנשיא,2,21,213,1,NA,1,861,0.9,0.8,NA,1948,330,15,2567576448,265,253,1220,Kefar HaNasi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=443
KEFAR HANO'AR HADATI,"Kfar HaNoar HaDati, Israel",32.742897,35.09615,כפר הנוער הדתי,890,כפר הנוער הדתי,3,31,311,12,222,1,232,0.2,0.2,NA,1937,340,NA,2094973872,45,301,1160,Kefar HaNo'ar Hadati,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=890
KEFAR HARIF,"Kfar HaRif, Israel",31.747029,34.790928,"כפר הרי""ף",888,"כפר הרי""ף",6,61,611,35,NA,1,860,0.9,0.8,NA,1956,310,10,1804462818,70,632,3830,Kefar Harif,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=888
KEFAR HARUV,Kfar Haruv,32.762357,35.66418,כפר חרוב,4004,כפר חרוב,2,29,294,71,NA,1,387,0.4,0.4,NA,1974,330,15,2624074092,311,219,1270,Kefar Haruv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4004
KEFAR HASIDIM ALEF,"Kfar Hasidim, Israel",32.752262,35.094212,כפר חסידים א',112,כפר חסידים א',3,31,311,12,222,1,839,0.8,0.8,NA,1924,310,19,2089773955,14,301,1160,Kefar Hasidim Alef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=112
KEFAR HASIDIM BET,"Kfar Hasidim Bet, Israel",32.750515,35.08828099999999,כפר חסידים ב',889,כפר חסידים ב',3,31,311,12,222,1,251,0.3,0.2,NA,1950,350,NA,2084973979,17,301,1160,Kefar Hasidim Bet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=889
KEFAR HAYYIM,"Kfar Haim, Israel",32.353857,34.90070900000001,כפר חיים,193,כפר חיים,4,41,411,16,141,1,603,0.6,0.6,NA,1933,310,1,1907569582,13,409,5120,Kefar Hayyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=193
KEFAR HITTIM,"Kfar Hittim, Israel",32.799998,35.50328,כפר חיטים,255,כפר חיטים,2,22,222,3,NA,1,638,0.6,0.6,NA,1936,320,1,2474174517,31,206,1240,Kefar Hittim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=255
KEFAR HOSHEN,"Kfar Hoshen, Israel",33.013123,35.440171,כפר חושן,609,כפר חושן,2,21,212,2,NA,1,722,0.7,0.7,NA,1949,310,1,2414876857,736,209,1230,Kefar Hoshen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=609
KEFAR KISCH,"Kfar Kisch, Israel",32.666087,35.44895,כפר קיש,388,כפר קיש,2,22,222,3,NA,1,538,0.5,0.5,NA,1946,310,1,2424073029,86,206,1420,Kefar Kisch,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=388
KEFAR MALAL,"Kfar Malal, Israel",32.167567,34.894744,"כפר מל""ל",98,"כפר מל""ל",4,42,421,20,131,1,312,0.3,0.3,NA,1922,310,1,1901867499,63,417,5140,Kefar Malal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=98
KEFAR MASARYK,"Kfar Masaryk, Israel",32.891218,35.098414,כפר מסריק,297,כפר מסריק,2,24,246,4,241,1,818,0.8,0.8,NA,1938,330,15,2097075506,4,201,1330,Kefar Masaryk,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=297
KEFAR MAYMON,"Kfar Maimon, Israel",31.431401,34.53718,כפר מימון,1095,כפר מימון,6,62,621,39,NA,1,324,0.3,0.3,NA,1959,310,2,1558359360,99,651,3482,Kefar Maymon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1095
KEFAR MONASH,"Kfar Monash, Israel",32.345607,34.916426,כפר מונש,387,כפר מונש,4,41,411,16,141,1,937,0.9,0.9,NA,1946,310,1,1923169488,17,409,5120,Kefar Monash,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=387
KEFAR MORDEKHAY,"Kfar Mordechai, Israel",31.831504,34.756643,כפר מרדכי,764,כפר מרדכי,4,44,441,32,143,1,662,0.7,0.7,NA,1950,310,10,1769463769,41,456,5230,Kefar Mordekhay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=764
KEFAR ROZENWALD(ZARIT),"Zar'it, Israel",33.09898500000001,35.288522,כפר רוזנואלד (זרעית),1130,כפר רוזנואלד (זרעית),2,24,244,52,NA,1,256,0.3,0.3,NA,1967,310,1,2272977831,618,255,1350,Kefar Rozenwald(Zarit),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1130
KEFAR RUPPIN,"Kfar Ruppin, Israel",32.457549,35.555673,כפר רופין,295,כפר רופין,2,23,231,7,NA,1,441,0.4,0.4,NA,1938,330,15,2525870708,-247,202,1430,Kefar Ruppin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=295
KEFAR RUT,Kfar Rut,31.910378,35.035309,כפר רות,1166,כפר רות,4,43,431,25,142,1,217,0.2,0.2,NA,1977,310,1,2030464639,286,424,5290,Kefar Rut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1166
KEFAR SHAMMAY,"Kfar Shamai, Israel",32.955698,35.457916,כפר שמאי,605,כפר שמאי,2,21,212,2,NA,1,493,0.5,0.5,NA,1949,310,2,2430876244,634,209,1230,Kefar Shammay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=605
KEFAR SHEMU'EL,"Kfar Shmuel, Israel",31.888259,34.934819,כפר שמואל,743,כפר שמואל,4,43,432,30,143,1,841,0.8,0.8,NA,1950,310,6,1937164417,107,426,5220,Kefar Shemu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=743
KEFAR SILVER,"Kfar Silver, Israel",31.675669,34.612311,כפר סילבר,107,כפר סילבר,6,61,614,36,NA,1,278,0.3,0.2,NA,1957,340,NA,1632562022,55,633,3830,Kefar Silver,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=107
KEFAR SZOLD,"Kfar Szold, Israel",33.196035,35.657993,כפר סאלד,345,כפר סאלד,2,21,211,1,NA,1,600,0.6,0.6,NA,1942,330,15,2617578900,122,253,1210,Kefar Szold,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=345
KEFAR TRUMAN,"Kfar Truman, Israel",31.980493,34.927696,כפר טרומן,673,כפר טרומן,4,43,432,25,142,1,865,0.9,0.9,NA,1949,310,1,1929565416,56,424,5160,Kefar Truman,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=673
KEFAR URIYYA,"Kfar Uria, Israel",31.793399,34.944757,כפר אוריה,364,כפר אוריה,1,11,112,26,444,1,918,0.9,0.9,NA,1944,310,1,1950363342,203,151,7004,Kefar Uriyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=364
KEFAR YA'BEZ,"Kfar Yavetz, Israel",32.273945,34.965463,כפר יעבץ,170,כפר יעבץ,4,41,411,18,141,1,667,0.7,0.7,NA,1932,310,2,1969468679,49,412,5120,Kefar Ya'bez,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=170
KEFAR YEDIDYA,"Kfar Yedidia, Israel",32.344902,34.899038,כפר ידידיה,233,כפר ידידיה,4,41,411,16,141,1,760,0.8,0.8,NA,1935,310,1,1906669468,24,409,5120,Kefar Yedidya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=233
KEFAR ZETIM,NA,NA,NA,כפר זיתים,786,כפר זיתים,2,22,222,3,NA,1,782,0.8,0.8,NA,1950,310,1,2437674633,51,206,1240,Kefar Zetim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=786
KEFAR ZOHARIM,"Kfar Zoharim, Israel",31.622631,34.925669,כפר זוהרים,1325,כפר זוהרים,1,11,112,26,NA,1,200,0.2,0.2,NA,1995,340,NA,1929361436,301,151,7004,Kefar Zoharim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1325
KELIL,"Klil, Israel",32.983567,35.199672,כליל,1183,כליל,2,24,243,4,NA,1,626,0.6,0.6,NA,1979,370,10,2191176514,174,201,1350,Kelil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1183
KEMEHIN,"Kmehin, Israel",30.910327,34.430725,כמהין,1291,כמהין,6,62,626,48,NA,1,168,0.2,0.2,NA,1988,310,1,1455453580,225,620,3450,Kemehin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1291
KERAMIM,"Kramim, Israel",31.333464,34.917879,כרמים,1198,כרמים,6,62,623,41,341,1,437,0.4,0.4,NA,1980,330,15,1921858239,402,625,3481,Keramim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1198
KEREM BEN SHEMEN,"Kerem Ben Shemen, Israel",31.958896,34.934104,כרם בן שמן,88,כרם בן שמן,4,43,432,25,142,1,87,0.1,0.1,NA,1958,350,NA,1938065173,80,424,5280,Kerem Ben Shemen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=88
KEREM BEN ZIMRA,"Kerem Ben Zimra, Israel",33.039224,35.46988899999999,כרם בן זמרה,664,כרם בן זמרה,2,21,212,2,NA,1,475,0.5,0.5,NA,1949,310,2,2440477148,822,209,1230,Kerem Ben Zimra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=664
KEREM MAHARAL,"Kerem Maharal, Israel",32.644325,34.99145,"כרם מהר""ל",580,"כרם מהר""ל",3,32,322,15,243,1,720,0.7,0.7,NA,1949,310,1,1993872799,93,303,1181,Kerem Maharal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=580
KEREM SHALOM,Kerem Shalom,31.228281,34.284559,כרם שלום,1085,כרם שלום,6,62,622,38,NA,1,118,0.1,0.1,NA,1956,330,15,1317857105,87,651,3430,Kerem Shalom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1085
KEREM YAVNE(YESHIVA),"כרם ביבנה, Israel",31.8169574,34.7236186,כרם יבנה (ישיבה),1094,כרם יבנה (ישיבה),4,44,441,29,143,1,492,0.5,0.5,NA,1963,340,NA,1738163628,50,456,3830,Kerem Yavne(Yeshiva),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1094
KESALON,"Ksalon, Israel",31.774262,35.048171,כסלון,859,כסלון,1,11,111,26,444,1,425,0.4,0.4,NA,1952,310,10,2047663127,606,151,7004,Kesalon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=859
KHAWALED,NA,NA,NA,ח'ואלד,1321,ח'ואלד,3,31,311,12,222,2,476,NA,NA,0.5,NA,450,NA,2131074174,62,301,1160,Khawaled,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1321
KINNERET(MOSHAVA),"Kinneret, Israel",32.723787,35.565242,כנרת (מושבה),63,כנרת (מושבה),2,22,221,6,NA,1,655,0.7,0.6,NA,1909,350,NA,2532473678,-73,251,1240,Kinneret(Moshava),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=63
KINNERET(QEVUZA),NA,NA,NA,כנרת (קבוצה),57,כנרת (קבוצה),2,22,221,6,NA,1,695,0.7,0.7,NA,1908,330,15,2529873551,-171,214,1240,Kinneret(Qevuza),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=57
KISHOR,"Kishor, Israel",32.946651,35.250213,כישור,1153,כישור,2,24,243,56,NA,1,169,0.2,0.2,NA,1976,330,15,2237176123,486,205,1310,Kishor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1153
KISSUFIM,"Kissufim, Israel",31.374545,34.398992,כיסופים,840,כיסופים,6,62,622,38,NA,1,245,0.2,0.2,NA,1951,330,15,1428458732,85,651,3430,Kissufim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=840
KOCHLEA,"Petah Tikva, Israel",32.0878624,34.8677775,כחלה,1367,כחלה,6,62,623,69,NA,2,172,NA,NA,0.2,NA,450,NA,2050457753,531,624,3481,Kochlea,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1367
KORAZIM,"Chorazim, Israel",32.911112,35.55015,כורזים,1252,כורזים,2,21,213,55,NA,1,353,0.4,0.3,NA,1983,350,7,2518775737,165,253,1220,Korazim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1252
LAHAV,"Lahav, Israel",31.379363,34.871311,להב,2023,להב,6,62,623,41,341,1,495,0.5,0.5,NA,1952,330,15,1875358757,455,625,3481,Lahav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2023
LAHAVOT HABASHAN,"Lehavot HaBashan, Israel",33.1412178,35.6478714,להבות הבשן,380,להבות הבשן,2,21,211,1,NA,1,863,0.9,0.8,NA,1945,330,15,2607878299,88,253,1210,Lahavot HaBashan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=380
LAHAVOT HAVIVA,"Lehavot Haviva, Israel",32.395216,35.01179,להבות חביבה,715,להבות חביבה,3,32,324,14,NA,1,980,1,1,NA,1949,330,15,2010970013,42,351,1450,Lahavot Haviva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=715
LAKHISH,"Lachish, Israel",31.560907,34.84409,לכיש,24,לכיש,6,61,612,50,NA,1,741,0.7,0.7,NA,1955,310,1,1850760772,247,634,3820,Lakhish,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=24
LAPPIDOT,"Lapidot, Israel",32.959801,35.260956,לפידות,1173,לפידות,2,24,243,52,NA,1,116,0.1,0.1,NA,1978,310,1,2248276267,471,255,1320,Lappidot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1173
LAVI,"Lavi, Israel",32.787648,35.440717,לביא,585,לביא,2,22,222,3,NA,1,621,0.6,0.6,NA,1949,330,3,2417174366,299,206,1240,Lavi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=585
LAVON,"Lavon, Israel",32.94118,35.286475,לבון,1207,לבון,2,24,243,56,NA,1,695,0.7,0.7,NA,1980,350,NA,2270976073,554,205,1310,Lavon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1207
LIMAN,"Liman, Israel",33.058732,35.111815,לימן,674,לימן,2,24,245,4,241,1,723,0.7,0.7,NA,1949,310,1,2108977387,15,201,1350,Liman,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=674
LIVNIM,"Livnim, Israel",32.86379,35.497479,לבנים,1230,לבנים,2,22,221,2,NA,1,425,0.4,0.4,NA,1982,310,1,2466175214,-53,209,1240,Livnim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1230
LOHAME HAGETA'OT,"Lohamei HaGeta'ot, Israel",32.962661,35.096741,לוחמי הגיטאות,595,לוחמי הגיטאות,2,24,245,4,241,1,628,0.6,0.6,NA,1949,330,15,2094776315,17,201,1350,Lohame HaGeta'ot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=595
LOTAN,"Lotan, Israel",29.988263,35.086776,לוטן,1255,לוטן,6,62,625,53,NA,1,198,0.2,0.2,NA,1983,330,15,2083243333,127,608,3460,Lotan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1255
LOTEM,"Lotem, Israel",32.880858,35.35996,לוטם,1171,לוטם,2,24,242,56,NA,1,726,0.7,0.7,NA,1978,330,15,2338475416,315,205,1360,Lotem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1171
LUZIT,"Luzit, Israel",31.688209,34.888222,לוזית,52,לוזית,1,11,112,26,NA,1,681,0.7,0.7,NA,1955,310,1,1893262158,189,151,7004,Luzit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=52
MA'AGAN,Ma'agan,32.706344,35.600575,מעגן,678,מעגן,2,22,221,6,NA,1,372,0.4,0.3,NA,1949,330,15,2565673472,-199,214,1240,Ma'agan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=678
MA'ALE AMOS,NA,NA,NA,מעלה עמוס,3653,מעלה עמוס,7,76,NA,76,NA,1,390,0.4,0.4,NA,1981,370,9,2218561153,715,714,4352,Ma'ale Amos,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3653
MA'ALE GAMLA,Ma'ale Gamla,32.88825600000001,35.685966,מעלה גמלא,4008,מעלה גמלא,2,29,293,71,NA,1,472,0.5,0.5,NA,1976,310,1,2643975504,113,219,1270,Ma'ale Gamla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4008
MA'ALE GILBOA,"Ma'ale Gilboa, Israel",32.476065,35.420637,מעלה גלבוע,1127,מעלה גלבוע,2,23,231,7,NA,1,752,0.8,0.8,NA,1962,330,3,2396170917,429,202,1430,Ma'ale Gilboa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1127
MA'ALE HAHAMISHA,"Ma'ale HaHamisha, Israel",31.817429,35.109406,מעלה החמישה,286,מעלה החמישה,1,11,111,26,444,1,716,0.7,0.7,NA,1938,330,15,2105963610,787,151,6129,Ma'ale HaHamisha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=286
MA'ALE LEVONA,"Ma'ale Levona St, Ramat Yishai, Israel",32.702096,35.1697265,מעלה לבונה,3752,מעלה לבונה,7,74,NA,73,NA,1,826,0.8,0.8,NA,1983,370,11,2228566240,756,711,4354,Ma'ale Levona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3752
MA'ANIT,NA,NA,NA,מענית,344,מענית,3,32,324,14,NA,1,693,0.7,0.7,NA,1942,330,15,2028770696,64,351,1450,Ma'anit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=344
MA'AS,"Kfar Ma'as, Israel",32.063511,34.892639,מעש,230,מעש,4,42,422,20,132,1,845,0.8,0.8,NA,1935,310,1,1897266352,52,417,5130,Ma'as,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=230
MA'BAROT,"Ma'abarot, Israel",32.364197,34.905733,מעברות,197,מעברות,4,41,411,16,141,1,974,1,1,NA,1933,330,15,1912669668,14,409,5120,Ma'barot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=197
MA'ON,Ma'on,31.414592,35.163893,מעון,3657,מעון,7,77,NA,78,NA,1,539,0.5,0.5,NA,1981,320,11,2156459129,774,715,4352,Ma'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3657
MA'OZ HAYYIM,"Maoz Haim, Israel",32.49407,35.550767,מעוז חיים,272,מעוז חיים,2,23,231,7,NA,1,475,0.5,0.5,NA,1937,330,15,2520071103,-245,202,1430,Ma'oz Hayyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=272
MA'YAN BARUKH,"Ma'ayan Baruch, Israel",33.239349,35.609359,מעיין ברוך,416,מעיין ברוך,2,21,211,1,NA,1,653,0.7,0.6,NA,1947,330,15,2569979388,200,253,1210,Ma'yan Barukh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=416
MA'YAN ZEVI,"Ma'ayan Tzvi, Israel",32.568484,34.940623,מעיין צבי,290,מעיין צבי,3,32,322,15,NA,1,675,0.7,0.7,NA,1938,330,15,1946771935,96,303,1181,Ma'yan Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=290
MAGEN,"Magen, Israel",31.298108,34.427059,מגן,695,מגן,6,62,622,38,NA,1,545,0.5,0.5,NA,1949,330,15,1454357893,119,651,3430,Magen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=695
MAGEN SHA'UL,"Magen Shaul, Israel",32.521471,35.306431,מגן שאול,1155,מגן שאול,2,23,234,8,NA,1,638,0.6,0.5,NA,1976,310,1,2291571410,82,204,1420,Magen Sha'ul,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1155
MAHANAYIM,"Mahanayim, Israel",32.988845,35.570375,מחניים,308,מחניים,2,21,213,1,NA,1,702,0.7,0.7,NA,1939,330,15,2536376606,264,253,1220,Mahanayim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=308
MAHANE YATTIR,"Lev Yatir, Israel",31.347793,35.060671,מחנה יתיר,1196,מחנה יתיר,6,62,623,NA,NA,1,217,0.2,0.2,NA,1979,350,NA,2057258396,653,699,3481,Mahane Yattir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1196
MAHSEYA,"Mahseya, Israel",31.748858,35.00726,מחסיה,776,מחסיה,1,11,112,26,444,1,432,0.4,0.4,NA,1950,310,2,2007762837,251,151,7004,Mahseya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=776
MAKCHUL,"Makhul, Israel",31.288515,35.075736,מכחול,1343,מכחול,6,62,623,69,NA,2,421,NA,NA,0.4,NA,450,NA,2061057735,533,624,3481,Makchul,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1343
MALKISHUA,Malkishua,32.438568,35.412757,מלכישוע,1154,מלכישוע,2,23,231,7,NA,1,206,0.2,0.2,NA,1976,340,NA,2391070498,517,202,1430,Malkishua,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1154
MALKIYYA,"Malkia, Israel",33.098589,35.509624,מלכייה,596,מלכייה,2,21,212,1,NA,1,450,0.5,0.4,NA,1949,330,15,2480477844,652,253,1210,Malkiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=596
MANOF,"Manof, Israel",32.853258,35.237355,מנוף,1174,מנוף,2,24,241,56,241,1,822,0.8,0.8,NA,1980,310,10,2224575096,387,205,1360,Manof,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1174
MANOT,"Manot, Israel",33.038709,35.195156,מנות,1205,מנות,2,24,243,52,NA,1,405,0.4,0.4,NA,1980,310,1,2185477151,243,255,1350,Manot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1205
MARGALIYYOT,"Margaliot, Israel",33.216474,35.544354,מרגליות,843,מרגליות,2,21,212,55,NA,1,407,0.4,0.4,NA,1951,310,1,2511979109,692,253,1210,Margaliyyot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=843
MASH'ABBE SADE,"Mashabei Sadeh, Israel",31.00404199999999,34.785029,משאבי שדה,421,משאבי שדה,6,62,626,48,NA,1,447,0.4,0.4,NA,1949,330,15,1795154587,349,620,3450,Mash'abbe Sade,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=421
MASKIYYOT,"Maskit St, Herzliya, Israel",32.164483,34.8111665,משכיות,3785,משכיות,7,75,NA,75,NA,1,253,0.3,0.3,NA,1986,370,NA,2467768921,16,712,4164,Maskiyyot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3785
MASLUL,"Maslul, Israel",31.323677,34.590761,מסלול,748,מסלול,6,62,622,42,344,1,849,0.8,0.8,NA,1950,310,1,1609258159,110,651,3430,Maslul,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=748
MASSAD,"Masad, Israel",32.844172,35.423166,מסד,1258,מסד,2,22,222,3,NA,1,388,0.4,0.4,NA,1983,370,13,2398774991,271,206,1240,Massad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1258
