transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
NEWE YARAQ,"Neve Yarak, Israel",32.132729,34.925488,נווה ירק,858,נווה ירק,4,42,421,20,142,1,1361,1.4,1.3,NA,1951,310,1,1930367108,25,417,5140,Newe Yaraq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=858
NILI,Nili,31.963415,35.04727,"ניל""י",3655,"ניל""י",7,74,NA,73,145,1,1552,1.6,1.5,NA,1981,370,11,2045265228,332,711,4354,Nili,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3655
NIR GALLIM,"Nir Galim, Israel",31.82552,34.68254,ניר גלים,720,ניר גלים,4,44,441,29,143,1,1409,1.4,1.4,NA,1949,320,2,1700563699,21,456,3870,Nir Gallim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=720
NIR ZEVI,"Nir Tzvi, Israel",31.954403,34.861529,ניר צבי,331,ניר צבי,4,43,432,40,133,1,1297,1.3,1.3,NA,1954,310,10,1871665111,58,425,5220,Nir Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=331
NIZZAN,"Vía Israel, Panamá, Panama",31.7381624,34.6151744,ניצן,351,ניצן,6,61,614,36,NA,1,1982,2,2,NA,1949,350,NA,1650562760,39,633,3810,Nizzan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=351
NIZZAN B,"Nitzan, Israel",31.737518,34.630804,ניצן ב',1419,ניצן ב',6,61,614,36,NA,1,1132,1.1,1.1,NA,2007,350,NA,1656462721,37,633,3810,Nizzan B,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1419
NIZZANE OZ,Nizzane Oz Interchange,32.3137436,35.0126635,ניצני עוז,851,ניצני עוז,4,41,412,18,141,1,1103,1.1,1.1,NA,1951,310,1,2005769025,43,412,5150,Nizzane Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=851
NOF AYYALON,"Nof Ayalon, Israel",31.871215,34.991321,נוף איילון,1333,נוף איילון,4,43,431,30,143,1,2232,2.2,2.2,NA,1994,190,NA,1990464177,200,426,5220,Nof Ayyalon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1333
NOFIT,"Nofit, Israel",32.763374,35.148316,נופית,1284,נופית,3,31,311,12,222,1,2716,2.7,2.7,NA,1987,190,NA,2139474052,179,301,1160,Nofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1284
NOQEDIM,Nokdim,31.645331,35.244064,נוקדים,3726,נוקדים,7,76,NA,76,445,1,2052,2.1,2,NA,1982,190,11,2231761702,587,714,4352,Noqedim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3726
NORDIYYA,"Nordia, Israel",32.314656,34.896792,נורדייה,447,נורדייה,4,41,411,18,141,1,1998,2,2,NA,1948,320,9,1904669131,50,412,5120,Nordiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=447
OFAQIM,"Ofakim, Israel",31.311337,34.622824,אופקים,31,אופקים,6,62,622,0,NA,1,26625,26.5,24.8,NA,1955,160,NA,1639057980,141,601,3430,Ofaqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=31
OFRA,Ofra,31.955101,35.260324,עפרה,3617,עפרה,7,74,NA,73,445,1,3605,3.6,3.6,NA,1975,190,NA,2252865100,828,711,4354,Ofra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3617
OLESH,"Olesh, Israel",32.331969,34.98532100000001,עולש,737,עולש,4,41,412,16,141,1,1098,1.1,1.1,NA,1949,310,1,1988669317,36,409,5120,Olesh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=737
OMER,"Omer, Israel",31.264305,34.849864,עומר,666,עומר,6,62,623,99,342,1,7514,7.4,7.3,NA,1949,180,NA,1857157523,331,614,3481,Omer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=666
OR AQIVA,"Or Akiva, Israel",32.509965,34.920394,אור עקיבא,1020,אור עקיבא,3,32,324,0,NA,1,17568,17.5,16.2,NA,1951,170,NA,1927471263,15,353,1180,Or Aqiva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1020
OR YEHUDA,"Or Yehuda, Israel",32.029748,34.85617300000001,אור יהודה,2400,אור יהודה,5,52,512,0,122,1,36536,36.5,35.7,NA,1950,160,NA,1863165963,29,552,2370,Or Yehuda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2400
ORA,"Ora, Israel",31.752109,35.150165,אורה,780,אורה,1,11,111,26,444,1,1416,1.4,1.4,NA,1950,310,1,2145762903,804,151,6130,Ora,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=780
ORANIT,Oranit,32.131924,34.99081,אורנית,3760,אורנית,7,73,NA,99,145,1,8652,8.6,8.5,NA,1985,180,NA,1994767087,125,718,4164,Oranit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3760
PARDES HANNA-KARKUR,"Pardes Hanna-Karkur, Israel",32.4728028,34.9742001,פרדס חנה-כרכור,7800,פרדס חנה-כרכור,3,32,324,99,NA,1,39561,39.5,38.3,NA,1913,160,NA,1979470872,48,308,1180,Pardes Hanna-Karkur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7800
PARDESIYYA,"Pardesiya, Israel",32.305011,34.911731,פרדסייה,171,פרדסייה,4,41,411,99,141,1,5750,5.7,5.7,NA,1942,180,NA,1918269027,52,457,5120,Pardesiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=171
PEDU'EL,Pedu'el,32.062479,35.052619,פדואל,3768,פדואל,7,73,NA,72,145,1,1682,1.7,1.7,NA,1984,370,2,2050766315,369,710,4164,Pedu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3768
PEQI'IN (BUQEI'A),"Pki'in St, Ma'alot-Tarshiha, Israel",33.012733,35.286286,פקיעין (בוקייעה),536,פקיעין (בוקייעה),2,24,243,99,NA,2,5690,NA,NA,5.7,NA,280,NA,2308876423,615,258,1320,Peqi'in (Buqei'a),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=536
PESAGOT,Psagot,31.899984,35.223923,פסגות,3659,פסגות,7,74,NA,73,445,1,1847,1.8,1.8,NA,1981,370,11,2213764511,877,711,4354,Pesagot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3659
PETAH TIQWA,"Petah Tikva, Israel",32.084041,34.887762,פתח תקווה,7900,פתח תקווה,4,42,422,0,132,1,236169,235.9,217.2,NA,1878,130,NA,1894166579,31,410,5130,Petah Tiqwa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7900
PORAT,"Porat, Israel",32.277081,34.948816,פורת,767,פורת,4,41,411,18,141,1,1233,1.2,1.2,NA,1950,310,2,1955168699,57,412,5120,Porat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=767
PORIYYA-NEWE OVED,"Poria - Neve Oved, Israel",32.743763,35.53811,פורייה - נווה עובד,1105,פורייה - נווה עובד,2,22,221,6,NA,1,1165,1.2,1.1,NA,1949,350,NA,2506573889,139,214,1240,Poriyya-Newe Oved,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1105
PORIYYA ILLIT,"Poria Illit, Israel",32.732736,35.546162,פורייה עילית,1313,פורייה עילית,2,22,221,6,NA,1,1010,1,0.9,NA,1955,350,NA,2515473737,137,214,1240,Poriyya Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1313
QADIMA-ZORAN,"Kadima Zoran, Israel",32.277644,34.919297,קדימה-צורן,195,קדימה-צורן,4,41,411,99,141,1,21403,21.4,21,NA,1933,160,NA,1925868737,51,457,5120,Qadima- Zoran,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=195
QALANSAWE,"Qalansawe, Israel",32.285791,34.981487,קלנסווה,638,קלנסווה,4,41,412,0,141,2,21893,NA,NA,21.8,NA,260,NA,1980768825,37,458,5150,Qalansawe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=638
QARNE SHOMERON,Karnei Shomron,32.171553,35.097462,קרני שומרון,3640,קרני שומרון,7,73,NA,99,145,1,7102,7.1,6.8,NA,1978,180,NA,2088767523,317,717,4164,Qarne Shomeron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3640
QASR A-SIR,"Qasr al-Sir, Israel",31.083329,34.979579,קצר א-סר,1347,קצר א-סר,6,62,623,68,NA,2,1574,NA,NA,1.6,NA,450,NA,1982455466,537,624,3450,Qasr A-Sir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1347
QAZIR,"Qazir, Israel",32.485178,35.10873,קציר,1243,קציר,3,32,323,14,NA,1,2843,2.8,2.6,NA,1982,190,NA,2100471022,324,351,1450,Qazir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1243
QAZRIN,Qatsrin,32.990998,35.689865,קצרין,4100,קצרין,2,29,293,99,NA,1,6998,6.9,5.7,NA,1977,180,NA,2646476651,339,220,1270,Qazrin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4100
QEDAR,"Kedar, Gush Etzion",31.754384,35.310732,קדר,3781,קדר,7,76,NA,76,445,1,1555,1.6,1.5,NA,1985,370,9,2295662907,456,714,4355,Qedar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3781
QEDUMIM,Kdumim,32.21239,35.157388,קדומים,3557,קדומים,7,73,NA,99,145,1,4323,4.3,4.3,NA,1977,190,NA,2152868054,417,710,4164,Qedumim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3557
QESARYYA,"Caesarea, Israel",32.519016,34.904544,קיסריה,1167,קיסריה,3,32,324,15,NA,1,4970,5,4.8,NA,1977,190,NA,1915771263,21,303,1180,Qesaryya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1167
QIDRON,"Kidron, Israel",31.814142,34.795548,קדרון,615,קדרון,4,44,441,28,143,1,1577,1.6,1.6,NA,1949,310,1,1808163592,52,456,5230,Qidron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=615
QIRYAT ARBA,Kiryat Arba,31.529326,35.115625,קריית ארבע,3611,קריית ארבע,7,77,NA,99,NA,1,7272,7.3,7.1,NA,1972,180,NA,2112560480,913,709,4352,Qiryat Arba,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3611
QIRYAT ATTA,"Kiryat Ata, Israel",32.809144,35.119773,קריית אתא,6800,קריית אתא,3,31,311,0,222,1,56635,56.5,52.4,NA,1925,150,NA,2104074553,37,305,1160,Qiryat Atta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6800
QIRYAT BIALIK,"Kiryat Bialik, Israel",32.832154,35.088407,קריית ביאליק,9500,קריית ביאליק,3,31,311,0,221,1,39294,39.3,36.1,NA,1934,160,NA,2087274934,12,352,1160,Qiryat Bialik,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9500
QIRYAT EQRON,"Kiryat Ekron, Israel",31.862547,34.8219576,קריית עקרון,469,קריית עקרון,4,44,441,99,133,1,10802,10.7,10.4,NA,1948,170,NA,1833664101,55,453,5230,Qiryat Eqron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=469
QIRYAT GAT,"Kiryat Gat, Israel",31.611148,34.768459,קריית גת,2630,קריית גת,6,61,612,0,NA,1,52585,52.5,49.4,NA,1954,150,NA,1777461305,128,606,3820,Qiryat Gat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2630
QIRYAT MAL'AKHI,"Kiryat Malakhi, Israel",31.730202,34.746996,קריית מלאכי,1034,קריית מלאכי,6,61,611,0,143,1,21809,21.8,21.4,NA,1951,160,NA,1760162673,62,617,3830,Qiryat Mal'akhi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1034
QIRYAT MOTZKIN,"Kiryat Motzkin, Israel",32.838202,35.079523,קריית מוצקין,8200,קריית מוצקין,3,31,311,0,221,1,40750,40.7,37.2,NA,1934,160,NA,2077774897,9,352,1160,Qiryat Motzkin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8200
QIRYAT ONO,"Kiryat Ono, Israel",32.054863,34.85885800000001,קריית אונו,2620,קריית אונו,5,52,512,0,122,1,38596,38.6,37.6,NA,1939,160,NA,1866566310,61,508,2370,Qiryat Ono,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2620
QIRYAT SHEMONA,"Qiryat Shemona, Israel",33.207933,35.570246,קריית שמונה,2800,קריית שמונה,2,21,211,0,NA,1,22948,22.1,20.5,NA,1950,160,NA,2538379074,207,217,1210,Qiryat Shemona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2800
QIRYAT TIV'ON,"Kiryat Tiv'on, Israel",32.716221,35.127483,קריית טבעון,2300,קריית טבעון,3,31,311,99,222,1,17635,17.6,17.2,NA,1937,170,NA,2121573567,120,306,1160,Qiryat Tiv'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2300
QIRYAT YAM,"Kiryat Yam, Israel",32.849276,35.068929,קריית ים,9600,קריית ים,3,31,311,0,221,1,39416,39.3,34,NA,1941,160,NA,2070475044,6,352,1160,Qiryat Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9600
QIRYAT YE'ARIM,"Kiryat Ye'arim, Israel",31.802774,35.099945,קריית יערים,1137,קריית יערים,1,11,111,99,444,1,4206,4.2,4.2,NA,1975,190,NA,2097463456,711,152,6129,Qiryat Ye'arim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1137
RA'ANNANA,"Ra'anana, Israel",32.184781,34.871326,רעננה,8700,רעננה,4,42,421,0,131,1,71686,71.6,70,NA,1921,150,NA,1879367696,48,416,5140,Ra'annana,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8700
RAHAT,"Rahat, Israel",31.394548,34.753934,רהט,1161,רהט,6,62,623,0,341,2,64462,NA,NA,64.3,NA,250,NA,1766158902,222,618,3485,Rahat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1161
RAMAT GAN,"Ramat Gan, Israel",32.068424,34.824785,רמת גן,8600,רמת גן,5,52,512,0,122,1,153674,153.3,144.9,NA,1921,140,NA,1835466403,37,506,2300,Ramat Gan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8600
RAMAT HAKOVESH,"Ramat HaKovesh, Israel",32.218313,34.93828999999999,רמת הכובש,184,רמת הכובש,4,42,421,20,141,1,1075,1.1,1,NA,1932,330,15,1943568047,61,417,5140,Ramat HaKovesh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=184
RAMAT HASHARON,"Ramat Hasharon, Israel",32.137793,34.840278,רמת השרון,2650,רמת השרון,5,51,511,0,121,1,45066,45,44.4,NA,1923,160,NA,1851967184,39,553,2360,Ramat HaSharon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2650
RAMAT HASHOFET,"Ramat HaShofet, Israel",32.609356,35.094079,רמת השופט,335,רמת השופט,2,23,236,13,NA,1,1062,1.1,1,NA,1941,330,15,2091072404,240,254,1420,Ramat HaShofet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=335
RAMAT YISHAY,"Ramat Yishai, Israel",32.704029,35.166003,רמת ישי,122,רמת ישי,2,23,235,99,242,1,7574,7.6,7.5,NA,1925,180,NA,2158073427,93,257,1440,Ramat Yishay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=122
RAME,"Rameh, Israel",32.937112,35.366984,ראמה,543,ראמה,2,24,242,99,NA,2,7470,NA,NA,7.5,NA,280,NA,2346576038,383,260,1310,Rame,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=543
RAMLA,"Ramla, Israel",31.931566,34.872938,רמלה,8500,רמלה,4,43,432,0,133,4,74964,57.7,54.2,17.3,1948,150,NA,1874864840,76,415,5220,Ramla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8500
RAMOT HASHAVIM,"Ramot HaShavim, Israel",32.16509,34.881543,רמות השבים,206,רמות השבים,4,42,421,20,131,1,1693,1.7,1.7,NA,1933,350,NA,1891467473,61,417,5140,Ramot HaShavim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=206
RAMOT MENASHE,"Ramot Menashe, Israel",32.597042,35.057177,רמות מנשה,445,רמות מנשה,2,23,236,13,NA,1,1130,1.1,1.1,NA,1948,330,15,2055872256,180,254,1420,Ramot Menashe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=445
REGBA,"Regba, Israel",32.977493,35.099129,רגבה,390,רגבה,2,24,245,4,241,1,1052,1.1,1,NA,1946,320,15,2096376474,18,201,1350,Regba,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=390
REHOVOT,"Rehovot, Israel",31.892773,34.811272,רחובות,8400,רחובות,4,44,441,0,133,1,135726,135.4,128.2,NA,1890,140,NA,1819364437,51,414,5230,Rehovot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8400
REIHANIYYE,"Rehaniya, Israel",33.049922,35.487062,ריחאנייה,540,ריחאנייה,2,21,212,2,NA,2,1189,NA,NA,1.2,NA,450,NA,2458877273,674,209,1230,Reihaniyye,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=540
REINE,"Reineh, Israel",32.719924,35.317654,ריינה,542,ריינה,2,25,237,99,NA,2,18577,NA,NA,18.6,NA,270,NA,2295373625,318,257,1410,Reine,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=542
REKHASIM,"Rekhasim, Israel",32.749265,35.099581,רכסים,922,רכסים,3,31,311,99,222,1,11366,11.4,11.4,NA,1957,170,NA,2097573971,97,355,1160,Rekhasim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=922
REVAVA,Revava,32.11871,35.129583,רבבה,3795,רבבה,7,72,NA,72,145,1,2181,2.2,2.2,NA,1991,190,11,2122766947,433,710,4164,Revava,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3795
REVIVIM,"Revivim, Israel",31.045195,34.72108600000001,רביבים,354,רביבים,6,62,626,48,NA,1,1047,1,0.9,NA,1943,330,15,1734455040,283,620,3450,Revivim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=354
RINNATYA,"Rinatya, Israel",32.044365,34.928477,רינתיה,616,רינתיה,4,42,422,25,142,1,1159,1.2,1.1,NA,1949,310,1,1933666125,62,424,5130,Rinnatya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=616
RISHON LEZIYYON,"Rishon LeTsiyon, Israel",31.9730015,34.7925013,ראשון לציון,8300,ראשון לציון,4,44,442,0,133,1,247323,247.2,227.9,NA,1882,130,NA,1812665292,41,413,5210,Rishon LeZiyyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8300
RISHPON,"Rishpon, Israel",32.201856,34.824723,רשפון,247,רשפון,4,41,411,19,141,1,1432,1.4,1.4,NA,1936,310,1,1836267862,25,401,2360,Rishpon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=247
ROSH HAAYIN,"Rosh Haayin, Israel",32.095838,34.952177,ראש העין,2640,ראש העין,4,42,422,0,142,1,45487,45.5,44.9,NA,1950,160,NA,1960666694,81,418,5160,Rosh HaAyin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2640
ROSH PINNA,"Rosh Pinna, Israel",32.970422,35.542659,ראש פינה,26,ראש פינה,2,21,213,99,NA,1,3003,3,2.9,NA,1882,190,NA,2510576383,308,259,1220,Rosh Pinna,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=26
RUMAT HEIB,"Rumat al-Heib, Israel",32.777591,35.305683,רומת הייב,997,רומת הייב,2,25,237,65,NA,2,1929,NA,NA,1.9,NA,450,NA,2288174260,193,251,1410,Rumat Heib,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=997
RUMMANE,"Rumana, Israel",32.788118,35.311211,רומאנה,539,רומאנה,2,25,237,65,NA,2,1135,NA,NA,1.1,NA,450,NA,2294374367,166,251,1410,Rummane,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=539
SAJUR,"Sajur, Israel",32.943109,35.343616,סאג'ור,525,סאג'ור,2,24,242,99,NA,2,4087,NA,NA,4.1,NA,290,NA,2324076080,344,260,1310,Sajur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=525
SAKHNIN,"Sakhnin, Israel",32.864167,35.294547,סח'נין,7500,סח'נין,2,24,241,0,NA,2,29856,NA,NA,29.8,NA,260,NA,2282575219,223,262,1360,Sakhnin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7500
SALLAMA,"Sallama, Israel",32.893248,35.370499,סלמה,1245,סלמה,2,24,242,56,NA,2,3140,NA,NA,3.1,NA,290,NA,2348075532,187,205,1360,Sallama,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1245
SANDALA,"Sandala, Israel",32.522449,35.32442,צנדלה,636,צנדלה,2,23,232,8,NA,2,1570,NA,NA,1.6,NA,450,NA,2306271428,108,204,1420,Sandala,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=636
SARIGIM (LI-ON),"Srigim-Li On, Israel",31.678567,34.93509,שריגים (לי-און),1114,שריגים (לי-און),1,11,112,26,444,1,1057,1.1,1,NA,1960,350,NA,1939062058,308,151,7004,Sarigim (Li-On),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1114
SAVYON,"Savyon, Israel",32.045589,34.87657799999999,סביון*,587,סביון*,4,42,422,99,132,1,3787,3.8,3.7,NA,1951,190,NA,1885966157,56,455,2370,Savyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=587
SEDE HEMED,"Sdei Hemed, Israel",32.158488,34.9428062,שדי חמד,2015,שדי חמד,4,42,421,20,142,1,1035,1,1,NA,1952,310,1,1948167405,35,417,5150,Sede Hemed,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2015
SEDE NEHEMYA,"Sde Nehemia, Israel",33.188234,35.62307,שדה נחמיה,329,שדה נחמיה,2,21,211,1,NA,1,1159,1.2,1.1,NA,1940,330,15,2585478807,77,253,1210,Sede Nehemya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=329
SEDE UZZIYYAHU,"Sde Uziyahu, Israel",31.758437,34.678194,שדה עוזיהו,739,שדה עוזיהו,6,61,611,33,143,1,1484,1.5,1.5,NA,1950,310,6,1695562943,30,616,3830,Sede Uzziyyahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=739
SEDE WARBURG,"Sde Warburg, Israel",32.208691,34.90325,שדה ורבורג,284,שדה ורבורג,4,42,421,20,141,1,1488,1.5,1.5,NA,1938,310,10,1910567936,49,417,5140,Sede Warburg,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=284
SEDE YA'AQOV,"Sde Ya'aqov, Israel",32.69756,35.141315,שדה יעקב,142,שדה יעקב,2,23,235,9,NA,1,1097,1.1,1.1,NA,1927,310,2,2135273371,64,254,1440,Sede Ya'aqov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=142
SEDEROT,"Sderot, Israel",31.52269399999999,34.595581,שדרות,1031,שדרות,6,61,614,0,NA,1,24016,23.9,22.6,NA,1951,160,NA,1615260411,89,611,3840,Sederot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1031
SEDOT YAM,"Sdot Yam, Israel",32.492613,34.89315,שדות ים,327,שדות ים,3,32,324,15,NA,1,1008,1,1,NA,1940,330,15,1901471092,9,303,1180,Sedot Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=327
SEGEV-SHALOM,"Shaqib al-Salam, Israel",31.198361,34.839665,שגב-שלום,1286,שגב-שלום,6,62,623,99,342,2,9508,NA,NA,9.5,NA,280,NA,1846556745,315,652,3481,Segev-Shalom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1286
SHA'AB,"Sha'ab, Israel",32.88967,35.238764,שעב,538,שעב,2,24,241,99,241,2,6697,NA,NA,6.7,NA,280,NA,2226375498,51,263,1360,Sha'ab,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=538
SHA'ALVIM,Sha'alvim,31.870235,34.984304,שעלבים,856,שעלבים,4,43,431,30,143,1,1769,1.8,1.8,NA,1951,330,8,1985764198,190,426,5220,Sha'alvim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=856
SHA'AR EFRAYIM,"Sha'ar Efraim, Israel",32.290662,34.999448,שער אפרים,661,שער אפרים,4,41,412,18,141,1,1779,1.8,1.8,NA,1953,310,1,1999268839,42,412,5150,Sha'ar Efrayim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=661
SHA'ARE TIQWA,Sha'arei Tikva,32.120679,35.026998,שערי תקווה,3720,שערי תקווה,7,73,NA,72,145,1,5811,5.8,5.7,NA,1983,180,NA,2026166998,177,710,4164,Sha'are Tiqwa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3720
SHAVE ZIYYON,"Shavei Tsiyon St, Ashdod, Israel",31.807616,34.648119,שבי ציון,282,שבי ציון,2,24,245,4,241,1,1017,1,1,NA,1938,320,10,2081476512,7,201,1350,Shave Ziyyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=282
SHEFAR'AM,"Shefa-'Amr, Israel",32.80576500000001,35.169971,שפרעם,8800,שפרעם,2,24,241,0,241,2,40535,NA,NA,40.4,NA,260,NA,2163974570,137,261,1340,Shefar'am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8800
SHEFAYIM,"Shefayim, Israel",32.216586,34.822409,שפיים,232,שפיים,4,41,411,19,141,1,1242,1.2,1.2,NA,1935,330,15,1835968047,41,401,5120,Shefayim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=232
SHEIKH DANNUN,"Sheikh Danun, Israel",32.9938295,35.14856839999999,שייח' דנון,658,שייח' דנון,2,24,243,4,NA,2,2738,NA,NA,2.7,NA,290,NA,2141776648,84,201,1350,Sheikh Dannun,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=658
SHELOMI,"Shlomi, Israel",33.072609,35.145945,שלומי,812,שלומי,2,24,245,99,NA,1,6187,6.1,5.7,NA,1950,180,NA,2142577563,73,255,1350,Shelomi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=812
SHETULIM,"Shtulim, Israel",31.773687,34.684409,שתולים,763,שתולים,6,61,611,33,143,1,1999,2,2,NA,1950,310,1,1701163134,30,616,3830,Shetulim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=763
SHIBLI-UMM AL-GHANAM,"Shibli-Umm al-Ghanam, Israel",32.684167,35.396944,שבלי - אום אל-גנם,913,שבלי - אום אל-גנם,2,23,237,99,NA,2,5762,NA,NA,5.8,NA,280,NA,2379973292,178,251,1420,Shibli-Umm Al-Ghanam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=913
